pair_id,sequence_length_a,sequence_length_b,max_local_alignment_score
0,128,128,54
1,128,128,49
2,128,128,54
3,128,128,58
4,128,128,57
5,128,128,61
6,128,128,60
7,128,128,55
8,128,128,58
9,128,128,58
10,128,128,64
11,128,128,62
12,128,128,56
13,128,128,62
14,128,128,61
15,128,128,58
16,128,128,75
17,128,128,63
18,128,128,53
19,128,128,59
20,128,128,59
21,128,128,68
22,128,128,60
23,128,128,45
24,128,128,64
25,128,128,62
26,128,128,50
27,128,128,57
28,128,128,56
29,128,128,52
30,128,128,59
31,128,128,59
32,128,128,55
33,128,128,53
34,128,128,63
35,128,128,62
36,128,128,70
37,128,128,68
38,128,128,71
39,128,128,65
40,128,128,73
41,128,128,49
42,128,128,64
43,128,128,71
44,128,128,71
45,128,128,50
46,128,128,55
47,128,128,54
48,128,128,54
49,128,128,54
50,128,128,51
51,128,128,65
52,128,128,46
53,128,128,63
54,128,128,52
55,128,128,79
56,128,128,65
57,128,128,58
58,128,128,61
59,128,128,58
60,128,128,56
61,128,128,58
62,128,128,71
63,128,128,58
64,128,128,48
65,128,128,60
66,128,128,63
67,128,128,58
68,128,128,50
69,128,128,62
70,128,128,70
71,128,128,65
72,128,128,64
73,128,128,57
74,128,128,59
75,128,128,50
76,128,128,61
77,128,128,72
78,128,128,51
79,128,128,61
80,128,128,55
81,128,128,51
82,128,128,61
83,128,128,47
84,128,128,60
85,128,128,58
86,128,128,59
87,128,128,52
88,128,128,62
89,128,128,51
90,128,128,59
91,128,128,53
92,128,128,61
93,128,128,53
94,128,128,65
95,128,128,55
96,128,128,58
97,128,128,56
98,128,128,55
99,128,128,70
100,128,128,60
101,128,128,67
102,128,128,57
103,128,128,60
104,128,128,60
105,128,128,56
106,128,128,61
107,128,128,62
108,128,128,52
109,128,128,58
110,128,128,60
111,128,128,58
112,128,128,51
113,128,128,66
114,128,128,54
115,128,128,54
116,128,128,55
117,128,128,59
118,128,128,58
119,128,128,71
120,128,128,56
121,128,128,58
122,128,128,75
123,128,128,70
124,128,128,54
125,128,128,65
126,128,128,61
127,128,128,53
128,128,128,65
129,128,128,60
